,S_no,center_id,center_name,csa,cva,hol,awareness,crowd
1617,1617,116,KMCH Hospital,105,102,0,0.08,0.16730254867165956
1618,1618,116,KMCH Hospital,47,52,0,0.08,0.24029758629146028
1619,1619,116,KMCH Hospital,65,108,0,0.08,0.17189840554619631
1620,1620,116,KMCH Hospital,2,18,0,0.08,0.3999182190905946
1621,1621,116,KMCH Hospital,4,10,0,0.08,0.40074780208413496
1622,1622,116,KMCH Hospital,70,65,0,0.08,0.20529340977924349
1623,1623,116,KMCH Hospital,192,69,0,0.08,0.15245350501624058
1624,1624,116,KMCH Hospital,83,93,0,0.08,0.21134378418758504
1625,1625,116,KMCH Hospital,168,60,0,0.08,0.1648115805150032
1626,1626,116,KMCH Hospital,25,53,0,0.08,0.3048154076492092
1627,1627,116,KMCH Hospital,95,141,0,0.08,0.21936561537940577
1628,1628,116,KMCH Hospital,96,52,0,0.08,0.24918687100827264
1629,1629,116,KMCH Hospital,30,55,0,0.08,0.3557425109727225
1630,1630,116,KMCH Hospital,127,99,0,0.08,0.15821717835152876
1631,1631,116,KMCH Hospital,68,130,0,0.08,0.30329304304383625
1632,1632,116,KMCH Hospital,82,102,0,0.08,0.23079332221304547
1633,1633,116,KMCH Hospital,110,60,0,0.08,0.1959499755429401
1634,1634,116,KMCH Hospital,130,42,0,0.08,0.2548047603309253
1635,1635,116,KMCH Hospital,108,52,0,0.08,0.27666568809881686
1636,1636,116,KMCH Hospital,37,167,0,0.08,0.24450407856214804
1637,1637,116,KMCH Hospital,53,112,0,0.08,0.31712138595126066
1638,1638,116,KMCH Hospital,91,0,0,0.08,0.2512473692200941
1639,1639,116,KMCH Hospital,13,138,0,0.08,0.3505103103323723
1640,1640,116,KMCH Hospital,45,147,0,0.08,0.2616954654812901
1641,1641,116,KMCH Hospital,84,134,0,0.08,0.2764770446048681
1642,1642,116,KMCH Hospital,127,98,0,0.08,0.14074435283540077
1643,1643,116,KMCH Hospital,14,15,0,0.08,0.4740201249552679
1644,1644,116,KMCH Hospital,147,34,0,0.08,0.24249179222447415
1645,1645,116,KMCH Hospital,25,64,0,0.08,0.2614590455532495
1646,1646,116,KMCH Hospital,69,72,0,0.08,0.30506221519109056
1647,1647,116,KMCH Hospital,61,162,0,0.08,0.28790071724150035
1648,1648,116,KMCH Hospital,66,187,0,0.08,0.19862127623497447
1649,1649,116,KMCH Hospital,157,37,0,0.08,0.2744779462235614
1650,1650,116,KMCH Hospital,15,23,1,0.08,0.4759022681483168
1651,1651,116,KMCH Hospital,182,146,1,0.08,0.39274951405313
1652,1652,116,KMCH Hospital,89,143,1,0.08,0.5311179664208594
1653,1653,116,KMCH Hospital,61,7,1,0.08,0.6152060033031311
1654,1654,116,KMCH Hospital,112,66,1,0.08,0.46651488792866097
1655,1655,116,KMCH Hospital,140,140,1,0.08,0.3826765049160396
1656,1656,116,KMCH Hospital,195,43,1,0.08,0.4106413125205652
1657,1657,116,KMCH Hospital,164,177,1,0.08,0.37711738631712166
1658,1658,116,KMCH Hospital,157,93,1,0.08,0.4188054982943218
1659,1659,116,KMCH Hospital,106,5,1,0.08,0.4376011550084587
1660,1660,116,KMCH Hospital,45,146,1,0.08,0.4425994433744867
1661,1661,116,KMCH Hospital,196,110,1,0.08,0.33337543964597244
1662,1662,116,KMCH Hospital,147,191,1,0.08,0.3474580002269382
1663,1663,116,KMCH Hospital,180,192,1,0.08,0.3404571325480503
1664,1664,116,KMCH Hospital,45,131,1,0.08,0.581729914476816
1665,1665,116,KMCH Hospital,96,65,1,0.08,0.4888143332031175
1666,1666,116,KMCH Hospital,14,121,1,0.08,0.4840684010300458
1667,1667,116,KMCH Hospital,55,66,1,0.08,0.523580405511953
1668,1668,116,KMCH Hospital,161,12,1,0.08,0.471168075780297
1669,1669,116,KMCH Hospital,67,180,1,0.08,0.46420121601857905
1670,1670,116,KMCH Hospital,166,188,1,0.08,0.4128448481513789
1671,1671,116,KMCH Hospital,177,162,1,0.08,0.4010491449696649
1672,1672,116,KMCH Hospital,13,14,1,0.08,0.4973997203233139
1673,1673,116,KMCH Hospital,173,94,1,0.08,0.4107143635928063
1674,1674,116,KMCH Hospital,42,52,1,0.08,0.47192121994952707
1675,1675,116,KMCH Hospital,35,44,1,0.08,0.6447931709099761
1676,1676,116,KMCH Hospital,86,43,1,0.08,0.5356838497978915
1677,1677,116,KMCH Hospital,53,55,1,0.08,0.4578023023852947
1678,1678,116,KMCH Hospital,121,43,1,0.08,0.4878249841457519
1679,1679,116,KMCH Hospital,170,130,1,0.08,0.4109769294617014
1680,1680,116,KMCH Hospital,106,125,1,0.08,0.4554012085644767
1681,1681,116,KMCH Hospital,48,194,1,0.08,0.49833625101402146
1682,1682,116,KMCH Hospital,165,126,1,0.08,0.397185346868339
1683,1683,116,KMCH Hospital,68,151,1,0.08,0.44487424194125247
1684,1684,116,KMCH Hospital,24,66,1,0.08,0.5277766453654257
1685,1685,116,KMCH Hospital,154,153,1,0.08,0.3754081187863249
1686,1686,116,KMCH Hospital,57,160,1,0.08,0.5158363603055132
1687,1687,116,KMCH Hospital,97,67,1,0.08,0.43912759557327896
1688,1688,116,KMCH Hospital,70,80,1,0.08,0.4061861348591629
1689,1689,116,KMCH Hospital,69,4,1,0.08,0.55286176523973
1690,1690,116,KMCH Hospital,109,86,1,0.08,0.41005143638904823
1691,1691,116,KMCH Hospital,198,43,1,0.08,0.4022217650535942
1692,1692,116,KMCH Hospital,138,107,1,0.08,0.3705638427594921
1693,1693,116,KMCH Hospital,159,112,1,0.08,0.5344755261073706
1694,1694,116,KMCH Hospital,62,40,1,0.08,0.47439439916575266
1695,1695,116,KMCH Hospital,67,48,1,0.08,0.463703350637217
1696,1696,116,KMCH Hospital,154,126,1,0.08,0.4577729969926776
1697,1697,116,KMCH Hospital,150,131,1,0.08,0.4119057371844195
1698,1698,116,KMCH Hospital,180,10,1,0.08,0.4369382581090375
1699,1699,116,KMCH Hospital,57,32,1,0.08,0.460183861626597
1700,1700,117,Chandra Hospital,175,50,0,0.13,0.2643020768484577
1701,1701,117,Chandra Hospital,67,124,0,0.13,0.3245578728983406
1702,1702,117,Chandra Hospital,182,49,0,0.13,0.2517981030980351
1703,1703,117,Chandra Hospital,136,133,0,0.13,0.17136342867847404
1704,1704,117,Chandra Hospital,148,80,0,0.13,0.17283998109492432
1705,1705,117,Chandra Hospital,8,12,0,0.13,0.28083269348631357
1706,1706,117,Chandra Hospital,80,2,0,0.13,0.3398576221211549
1707,1707,117,Chandra Hospital,185,157,0,0.13,0.2064736093790243
1708,1708,117,Chandra Hospital,194,123,0,0.13,0.2544097739997685
1709,1709,117,Chandra Hospital,30,178,0,0.13,0.3507586963654907
1710,1710,117,Chandra Hospital,61,175,0,0.13,0.2089946008877697
1711,1711,117,Chandra Hospital,27,72,0,0.13,0.3098244281951388
1712,1712,117,Chandra Hospital,74,108,0,0.13,0.2115831814585399
1713,1713,117,Chandra Hospital,176,109,0,0.13,0.16744268159723924
1714,1714,117,Chandra Hospital,8,160,0,0.13,0.40987387387832425
1715,1715,117,Chandra Hospital,166,88,0,0.13,0.15913820560870306
1716,1716,117,Chandra Hospital,175,89,0,0.13,0.1827502107719118
1717,1717,117,Chandra Hospital,161,190,0,0.13,0.2012539385578989
1718,1718,117,Chandra Hospital,127,136,0,0.13,0.2424898812258497
1719,1719,117,Chandra Hospital,187,112,0,0.13,0.19015327429071405
1720,1720,117,Chandra Hospital,163,179,0,0.13,0.19136311757505745
1721,1721,117,Chandra Hospital,51,97,0,0.13,0.20269435806317218
1722,1722,117,Chandra Hospital,62,132,0,0.13,0.29119168688438735
1723,1723,117,Chandra Hospital,137,71,0,0.13,0.18322074421080406
1724,1724,117,Chandra Hospital,88,143,0,0.13,0.25215226543584046
1725,1725,117,Chandra Hospital,151,88,0,0.13,0.1660680578404435
1726,1726,117,Chandra Hospital,183,93,0,0.13,0.18310020326484291
1727,1727,117,Chandra Hospital,174,70,0,0.13,0.23050593595746527
1728,1728,117,Chandra Hospital,120,193,0,0.13,0.15946112122161593
1729,1729,117,Chandra Hospital,109,118,0,0.13,0.24332909429061755
1730,1730,117,Chandra Hospital,182,184,0,0.13,0.16790678088825434
1731,1731,117,Chandra Hospital,143,124,0,0.13,0.1751585702052611
1732,1732,117,Chandra Hospital,51,87,0,0.13,0.22968072975568762
1733,1733,117,Chandra Hospital,28,10,0,0.13,0.37050835042635355
1734,1734,117,Chandra Hospital,135,122,0,0.13,0.2697258399427527
1735,1735,117,Chandra Hospital,142,121,0,0.13,0.25308186878223493
1736,1736,117,Chandra Hospital,63,111,0,0.13,0.37825337903204015
1737,1737,117,Chandra Hospital,131,14,0,0.13,0.29771741732125634
1738,1738,117,Chandra Hospital,5,185,0,0.13,0.29220167668425245
1739,1739,117,Chandra Hospital,87,26,0,0.13,0.34892557933747415
1740,1740,117,Chandra Hospital,105,77,0,0.13,0.24838092320378533
1741,1741,117,Chandra Hospital,75,11,0,0.13,0.39781848489221133
1742,1742,117,Chandra Hospital,32,8,0,0.13,0.355536106090791
1743,1743,117,Chandra Hospital,156,168,0,0.13,0.1810023361012654
1744,1744,117,Chandra Hospital,165,30,0,0.13,0.21793425862070248
1745,1745,117,Chandra Hospital,61,97,0,0.13,0.21732540789946198
1746,1746,117,Chandra Hospital,104,197,0,0.13,0.1884343321552453
1747,1747,117,Chandra Hospital,100,0,0,0.13,0.2756714503236881
1748,1748,117,Chandra Hospital,53,23,0,0.13,0.23057832037793913
1749,1749,117,Chandra Hospital,54,4,0,0.13,0.34523647166222204
1750,1750,117,Chandra Hospital,81,171,1,0.13,0.4812032968362712
1751,1751,117,Chandra Hospital,0,199,1,0.13,0.5338275308281599
1752,1752,117,Chandra Hospital,149,109,1,0.13,0.3731919580034394
1753,1753,117,Chandra Hospital,90,169,1,0.13,0.45805336492138293
1754,1754,117,Chandra Hospital,16,0,1,0.13,0.5588844553347115
1755,1755,117,Chandra Hospital,165,135,1,0.13,0.5196899675479737
1756,1756,117,Chandra Hospital,185,12,1,0.13,0.45822561349009716
1757,1757,117,Chandra Hospital,110,1,1,0.13,0.5594536599416645
1758,1758,117,Chandra Hospital,103,144,1,0.13,0.45495785791352167
1759,1759,117,Chandra Hospital,105,26,1,0.13,0.46649156222021626
1760,1760,117,Chandra Hospital,77,168,1,0.13,0.5067278825088001
1761,1761,117,Chandra Hospital,57,196,1,0.13,0.4748206075317668
1762,1762,117,Chandra Hospital,3,157,1,0.13,0.5019015117511206
1763,1763,117,Chandra Hospital,43,35,1,0.13,0.5448754402653645
1764,1764,117,Chandra Hospital,151,180,1,0.13,0.4092649438395011
1765,1765,117,Chandra Hospital,140,155,1,0.13,0.3859977255930472
1766,1766,117,Chandra Hospital,157,89,1,0.13,0.41733925113454484
1767,1767,117,Chandra Hospital,120,4,1,0.13,0.46842533080018317
1768,1768,117,Chandra Hospital,30,180,1,0.13,0.46645968664233123
1769,1769,117,Chandra Hospital,28,29,1,0.13,0.5833446019411573
1770,1770,117,Chandra Hospital,112,137,1,0.13,0.4322345543658585
1771,1771,117,Chandra Hospital,171,160,1,0.13,0.40919347150763746
1772,1772,117,Chandra Hospital,158,197,1,0.13,0.4149396035489462
1773,1773,117,Chandra Hospital,61,197,1,0.13,0.39737618200589586
1774,1774,117,Chandra Hospital,197,199,1,0.13,0.365273727215178
1775,1775,117,Chandra Hospital,14,156,1,0.13,0.6457995410681234
1776,1776,117,Chandra Hospital,42,59,1,0.13,0.47205168541657655
1777,1777,117,Chandra Hospital,146,16,1,0.13,0.4833643183862551
1778,1778,117,Chandra Hospital,91,184,1,0.13,0.43636301731239
1779,1779,117,Chandra Hospital,52,66,1,0.13,0.5145663224498322
1780,1780,117,Chandra Hospital,152,162,1,0.13,0.41308444436290825
1781,1781,117,Chandra Hospital,49,120,1,0.13,0.49225161318214705
1782,1782,117,Chandra Hospital,108,95,1,0.13,0.40026819027202876
1783,1783,117,Chandra Hospital,180,27,1,0.13,0.5351137130591002
1784,1784,117,Chandra Hospital,145,183,1,0.13,0.4099550417633916
1785,1785,117,Chandra Hospital,124,170,1,0.13,0.3964015631714845
1786,1786,117,Chandra Hospital,97,116,1,0.13,0.5679425867072861
1787,1787,117,Chandra Hospital,114,74,1,0.13,0.4311135253623618
1788,1788,117,Chandra Hospital,147,46,1,0.13,0.4215701810610264
1789,1789,117,Chandra Hospital,48,167,1,0.13,0.5320765884155156
1790,1790,117,Chandra Hospital,110,139,1,0.13,0.4758376943723664
1791,1791,117,Chandra Hospital,21,91,1,0.13,0.5800383653106197
1792,1792,117,Chandra Hospital,116,172,1,0.13,0.40453633812378775
1793,1793,117,Chandra Hospital,101,57,1,0.13,0.433477672209848
1794,1794,117,Chandra Hospital,155,155,1,0.13,0.44378792834845976
1795,1795,117,Chandra Hospital,107,158,1,0.13,0.3904145139956555
1796,1796,117,Chandra Hospital,122,63,1,0.13,0.39748984403638654
1797,1797,117,Chandra Hospital,24,32,1,0.13,0.6819938225117205
1798,1798,117,Chandra Hospital,127,145,1,0.13,0.41058277820042083
1799,1799,117,Chandra Hospital,48,180,1,0.13,0.5069740949930124
1800,1800,118,KRISHNA HOSPITAL,186,196,0,0.95,0.31202369614736536
1801,1801,118,KRISHNA HOSPITAL,126,25,0,0.95,0.4353472110926674
1802,1802,118,KRISHNA HOSPITAL,9,66,0,0.95,0.4849748406392902
1803,1803,118,KRISHNA HOSPITAL,16,70,0,0.95,0.5674719967344759
1804,1804,118,KRISHNA HOSPITAL,106,82,0,0.95,0.36023833989985676
1805,1805,118,KRISHNA HOSPITAL,115,145,0,0.95,0.4128734598781699
1806,1806,118,KRISHNA HOSPITAL,76,172,0,0.95,0.36297081799800407
1807,1807,118,KRISHNA HOSPITAL,77,174,0,0.95,0.41762164805459573
1808,1808,118,KRISHNA HOSPITAL,177,69,0,0.95,0.3674481093022421
1809,1809,118,KRISHNA HOSPITAL,149,34,0,0.95,0.3606617241227618
1810,1810,118,KRISHNA HOSPITAL,56,156,0,0.95,0.42173821116655325
1811,1811,118,KRISHNA HOSPITAL,91,164,0,0.95,0.4610398255110837
1812,1812,118,KRISHNA HOSPITAL,171,48,0,0.95,0.4464649303308945
1813,1813,118,KRISHNA HOSPITAL,62,19,0,0.95,0.5896034711973268
1814,1814,118,KRISHNA HOSPITAL,69,36,0,0.95,0.5161234331702743
1815,1815,118,KRISHNA HOSPITAL,164,100,0,0.95,0.3563138140380327
1816,1816,118,KRISHNA HOSPITAL,139,116,0,0.95,0.3959698752753257
1817,1817,118,KRISHNA HOSPITAL,37,21,0,0.95,0.5963444878084025
1818,1818,118,KRISHNA HOSPITAL,175,119,0,0.95,0.3877579516948295
1819,1819,118,KRISHNA HOSPITAL,114,39,0,0.95,0.444578924682882
1820,1820,118,KRISHNA HOSPITAL,7,90,0,0.95,0.4082203683170087
1821,1821,118,KRISHNA HOSPITAL,168,24,0,0.95,0.5057262198448167
1822,1822,118,KRISHNA HOSPITAL,142,165,0,0.95,0.3535369525482647
1823,1823,118,KRISHNA HOSPITAL,199,180,0,0.95,0.3293285121370718
1824,1824,118,KRISHNA HOSPITAL,192,33,0,0.95,0.41292725082186194
1825,1825,118,KRISHNA HOSPITAL,150,31,0,0.95,0.4441107340254673
1826,1826,118,KRISHNA HOSPITAL,56,51,0,0.95,0.5000767092096776
1827,1827,118,KRISHNA HOSPITAL,21,12,0,0.95,0.6566032667339419
1828,1828,118,KRISHNA HOSPITAL,75,130,0,0.95,0.5246205517046618
1829,1829,118,KRISHNA HOSPITAL,100,147,0,0.95,0.37569087818399716
1830,1830,118,KRISHNA HOSPITAL,5,68,0,0.95,0.5547077336157908
1831,1831,118,KRISHNA HOSPITAL,41,182,0,0.95,0.4567389246995057
1832,1832,118,KRISHNA HOSPITAL,61,187,0,0.95,0.42333287050976987
1833,1833,118,KRISHNA HOSPITAL,139,141,0,0.95,0.3876795390294231
1834,1834,118,KRISHNA HOSPITAL,6,196,0,0.95,0.3866222641524105
1835,1835,118,KRISHNA HOSPITAL,89,129,0,0.95,0.5157193892362777
1836,1836,118,KRISHNA HOSPITAL,77,165,0,0.95,0.4673180140191985
1837,1837,118,KRISHNA HOSPITAL,104,129,0,0.95,0.48432824468994684
1838,1838,118,KRISHNA HOSPITAL,111,65,0,0.95,0.4085235562816973
1839,1839,118,KRISHNA HOSPITAL,32,188,0,0.95,0.44793919027771745
1840,1840,118,KRISHNA HOSPITAL,86,117,0,0.95,0.47609738665424095
1841,1841,118,KRISHNA HOSPITAL,59,102,0,0.95,0.4556283387604796
1842,1842,118,KRISHNA HOSPITAL,182,56,0,0.95,0.37532305637106456
1843,1843,118,KRISHNA HOSPITAL,76,151,0,0.95,0.44962469401597993
1844,1844,118,KRISHNA HOSPITAL,54,192,0,0.95,0.3961916226231105
1845,1845,118,KRISHNA HOSPITAL,135,195,0,0.95,0.33556245921713823
1846,1846,118,KRISHNA HOSPITAL,15,46,0,0.95,0.5016266315123539
1847,1847,118,KRISHNA HOSPITAL,107,160,0,0.95,0.4468697062632027
1848,1848,118,KRISHNA HOSPITAL,74,35,0,0.95,0.5398743809157595
1849,1849,118,KRISHNA HOSPITAL,76,175,0,0.95,0.3812247601052535
1850,1850,118,KRISHNA HOSPITAL,42,50,1,0.95,0.7466110417512113
1851,1851,118,KRISHNA HOSPITAL,52,125,1,0.95,0.7653689852189793
1852,1852,118,KRISHNA HOSPITAL,59,67,1,0.95,0.7409555543008153
1853,1853,118,KRISHNA HOSPITAL,152,91,1,0.95,0.616453691091923
1854,1854,118,KRISHNA HOSPITAL,8,180,1,0.95,0.7321555005985972
1855,1855,118,KRISHNA HOSPITAL,85,196,1,0.95,0.6658095456763696
1856,1856,118,KRISHNA HOSPITAL,172,164,1,0.95,0.6268466009686199
1857,1857,118,KRISHNA HOSPITAL,176,8,1,0.95,0.659173003166337
1858,1858,118,KRISHNA HOSPITAL,105,56,1,0.95,0.6308512120472998
1859,1859,118,KRISHNA HOSPITAL,46,34,1,0.95,0.6954642560852731
1860,1860,118,KRISHNA HOSPITAL,12,194,1,0.95,0.6775214257373113
1861,1861,118,KRISHNA HOSPITAL,197,187,1,0.95,0.5335195132081595
1862,1862,118,KRISHNA HOSPITAL,125,94,1,0.95,0.5939773348621781
1863,1863,118,KRISHNA HOSPITAL,122,185,1,0.95,0.5686653228751412
1864,1864,118,KRISHNA HOSPITAL,170,132,1,0.95,0.598488669898247
1865,1865,118,KRISHNA HOSPITAL,102,151,1,0.95,0.6057943851331624
1866,1866,118,KRISHNA HOSPITAL,21,31,1,0.95,0.7518325826077934
1867,1867,118,KRISHNA HOSPITAL,32,127,1,0.95,0.7908973336593059
1868,1868,118,KRISHNA HOSPITAL,95,33,1,0.95,0.7679615568342062
1869,1869,118,KRISHNA HOSPITAL,8,167,1,0.95,0.7180624877340168
1870,1870,118,KRISHNA HOSPITAL,110,2,1,0.95,0.7043442225291457
1871,1871,118,KRISHNA HOSPITAL,107,99,1,0.95,0.6019609277318605
1872,1872,118,KRISHNA HOSPITAL,112,163,1,0.95,0.604593895421604
1873,1873,118,KRISHNA HOSPITAL,68,182,1,0.95,0.6697091446411643
1874,1874,118,KRISHNA HOSPITAL,174,64,1,0.95,0.5790479352860848
1875,1875,118,KRISHNA HOSPITAL,180,179,1,0.95,0.5600868296002746
1876,1876,118,KRISHNA HOSPITAL,51,128,1,0.95,0.6405544466343539
1877,1877,118,KRISHNA HOSPITAL,165,173,1,0.95,0.6044372163307262
1878,1878,118,KRISHNA HOSPITAL,161,99,1,0.95,0.584096804006201
1879,1879,118,KRISHNA HOSPITAL,87,58,1,0.95,0.6054787885424293
1880,1880,118,KRISHNA HOSPITAL,151,112,1,0.95,0.7883957006223495
1881,1881,118,KRISHNA HOSPITAL,72,53,1,0.95,0.685792636943134
1882,1882,118,KRISHNA HOSPITAL,146,185,1,0.95,0.5326701542569678
1883,1883,118,KRISHNA HOSPITAL,58,147,1,0.95,0.6671979882614378
1884,1884,118,KRISHNA HOSPITAL,69,189,1,0.95,0.6682945754525098
1885,1885,118,KRISHNA HOSPITAL,54,42,1,0.95,0.6570867176319862
1886,1886,118,KRISHNA HOSPITAL,47,50,1,0.95,0.6056536004367328
1887,1887,118,KRISHNA HOSPITAL,67,195,1,0.95,0.6091526543397809
1888,1888,118,KRISHNA HOSPITAL,53,111,1,0.95,0.7114240158130902
1889,1889,118,KRISHNA HOSPITAL,185,66,1,0.95,0.5579023881759801
1890,1890,118,KRISHNA HOSPITAL,61,157,1,0.95,0.7243698084684724
1891,1891,118,KRISHNA HOSPITAL,119,129,1,0.95,0.5725986970836822
1892,1892,118,KRISHNA HOSPITAL,145,111,1,0.95,0.6486158406207494
1893,1893,118,KRISHNA HOSPITAL,54,200,1,0.95,0.7159288479550603
1894,1894,118,KRISHNA HOSPITAL,92,63,1,0.95,0.6094333076253099
1895,1895,118,KRISHNA HOSPITAL,13,139,1,0.95,0.75934652527031
1896,1896,118,KRISHNA HOSPITAL,63,25,1,0.95,0.8115635845205995
1897,1897,118,KRISHNA HOSPITAL,10,124,1,0.95,0.702311234961306
1898,1898,118,KRISHNA HOSPITAL,147,37,1,0.95,0.6494454306933531
1899,1899,118,KRISHNA HOSPITAL,123,57,1,0.95,0.5460861755448689
1900,1900,119,DHARAN HOSPITAL,27,70,0,0.35,0.31300183378267027
1901,1901,119,DHARAN HOSPITAL,133,91,0,0.35,0.22005357076875262
1902,1902,119,DHARAN HOSPITAL,41,115,0,0.35,0.48985139413814993
1903,1903,119,DHARAN HOSPITAL,168,132,0,0.35,0.2735541426471786
1904,1904,119,DHARAN HOSPITAL,142,92,0,0.35,0.20933371959396674
1905,1905,119,DHARAN HOSPITAL,5,5,0,0.35,0.4891662210647002
1906,1906,119,DHARAN HOSPITAL,128,181,0,0.35,0.24827289965220395
1907,1907,119,DHARAN HOSPITAL,85,124,0,0.35,0.37226960830715594
1908,1908,119,DHARAN HOSPITAL,55,193,0,0.35,0.3377298486209196
1909,1909,119,DHARAN HOSPITAL,98,63,0,0.35,0.2583256456813841
1910,1910,119,DHARAN HOSPITAL,85,37,0,0.35,0.38805481488976445
1911,1911,119,DHARAN HOSPITAL,176,139,0,0.35,0.274321949652594
1912,1912,119,DHARAN HOSPITAL,45,13,0,0.35,0.28790101236159205
1913,1913,119,DHARAN HOSPITAL,4,186,0,0.35,0.28210954067378086
1914,1914,119,DHARAN HOSPITAL,54,147,0,0.35,0.2961186452832065
1915,1915,119,DHARAN HOSPITAL,82,123,0,0.35,0.273488615701887
1916,1916,119,DHARAN HOSPITAL,128,41,0,0.35,0.30114013165517484
1917,1917,119,DHARAN HOSPITAL,57,120,0,0.35,0.39307925564216084
1918,1918,119,DHARAN HOSPITAL,162,147,0,0.35,0.2589390149568179
1919,1919,119,DHARAN HOSPITAL,178,43,0,0.35,0.26974573076021136
1920,1920,119,DHARAN HOSPITAL,6,84,0,0.35,0.320801162506793
1921,1921,119,DHARAN HOSPITAL,132,98,0,0.35,0.21462855317216883
1922,1922,119,DHARAN HOSPITAL,25,167,0,0.35,0.2700673722018428
1923,1923,119,DHARAN HOSPITAL,188,81,0,0.35,0.23053473726363552
1924,1924,119,DHARAN HOSPITAL,122,19,0,0.35,0.37128470062003144
1925,1925,119,DHARAN HOSPITAL,15,48,0,0.35,0.3648852089701351
1926,1926,119,DHARAN HOSPITAL,88,114,0,0.35,0.32762960599435215
1927,1927,119,DHARAN HOSPITAL,149,199,0,0.35,0.184527754822532
1928,1928,119,DHARAN HOSPITAL,153,150,0,0.35,0.2541448676555451
1929,1929,119,DHARAN HOSPITAL,130,107,0,0.35,0.21554172799527324
1930,1930,119,DHARAN HOSPITAL,23,138,0,0.35,0.3559990197459627
1931,1931,119,DHARAN HOSPITAL,15,85,0,0.35,0.29950435050498525
1932,1932,119,DHARAN HOSPITAL,28,151,0,0.35,0.439602030405422
1933,1933,119,DHARAN HOSPITAL,143,173,0,0.35,0.2156708269685338
1934,1934,119,DHARAN HOSPITAL,81,24,0,0.35,0.2963793218509982
1935,1935,119,DHARAN HOSPITAL,34,159,0,0.35,0.3522425325493901
1936,1936,119,DHARAN HOSPITAL,48,190,0,0.35,0.26602743008572405
1937,1937,119,DHARAN HOSPITAL,16,73,0,0.35,0.33536979675739553
1938,1938,119,DHARAN HOSPITAL,144,126,0,0.35,0.24864036977155785
1939,1939,119,DHARAN HOSPITAL,25,130,0,0.35,0.3736000901206399
1940,1940,119,DHARAN HOSPITAL,87,37,0,0.35,0.3870941175103978
1941,1941,119,DHARAN HOSPITAL,81,113,0,0.35,0.3722922861025509
1942,1942,119,DHARAN HOSPITAL,180,57,0,0.35,0.27696423642300355
1943,1943,119,DHARAN HOSPITAL,200,80,0,0.35,0.2018712986995021
1944,1944,119,DHARAN HOSPITAL,41,115,0,0.35,0.4047623986112449
1945,1945,119,DHARAN HOSPITAL,138,63,0,0.35,0.2698236633576174
1946,1946,119,DHARAN HOSPITAL,19,39,0,0.35,0.3236041856899985
1947,1947,119,DHARAN HOSPITAL,120,41,0,0.35,0.3239164058018293
1948,1948,119,DHARAN HOSPITAL,49,174,0,0.35,0.24306271567271434
1949,1949,119,DHARAN HOSPITAL,200,128,0,0.35,0.22350383054176498
1950,1950,119,DHARAN HOSPITAL,84,169,1,0.35,0.43599922574853234
1951,1951,119,DHARAN HOSPITAL,170,80,1,0.35,0.4506245189995654
1952,1952,119,DHARAN HOSPITAL,73,111,1,0.35,0.6870237563349582
1953,1953,119,DHARAN HOSPITAL,61,132,1,0.35,0.6331641519097907
1954,1954,119,DHARAN HOSPITAL,7,166,1,0.35,0.6456026677542199
1955,1955,119,DHARAN HOSPITAL,95,154,1,0.35,0.5090087406999637
1956,1956,119,DHARAN HOSPITAL,155,87,1,0.35,0.48271087650565847
1957,1957,119,DHARAN HOSPITAL,37,62,1,0.35,0.5239768582650273
1958,1958,119,DHARAN HOSPITAL,147,32,1,0.35,0.49484878566961077
1959,1959,119,DHARAN HOSPITAL,187,165,1,0.35,0.42302145541678776
1960,1960,119,DHARAN HOSPITAL,40,78,1,0.35,0.6125006479891716
1961,1961,119,DHARAN HOSPITAL,156,4,1,0.35,0.6330103029452112
1962,1962,119,DHARAN HOSPITAL,158,139,1,0.35,0.5267157827859079
1963,1963,119,DHARAN HOSPITAL,148,184,1,0.35,0.39341821220733403
1964,1964,119,DHARAN HOSPITAL,192,163,1,0.35,0.4585096059278181
1965,1965,119,DHARAN HOSPITAL,71,168,1,0.35,0.5136833363694215
1966,1966,119,DHARAN HOSPITAL,173,113,1,0.35,0.5035401471986093
1967,1967,119,DHARAN HOSPITAL,5,21,1,0.35,0.6907926844405194
1968,1968,119,DHARAN HOSPITAL,137,164,1,0.35,0.4530133829520038
1969,1969,119,DHARAN HOSPITAL,137,87,1,0.35,0.45920866168998675
1970,1970,119,DHARAN HOSPITAL,41,162,1,0.35,0.48630745497613576
1971,1971,119,DHARAN HOSPITAL,189,28,1,0.35,0.4823200855429838
1972,1972,119,DHARAN HOSPITAL,67,73,1,0.35,0.568586043122745
1973,1973,119,DHARAN HOSPITAL,24,56,1,0.35,0.49146768346733627
1974,1974,119,DHARAN HOSPITAL,120,162,1,0.35,0.4949038337178126
1975,1975,119,DHARAN HOSPITAL,105,177,1,0.35,0.44975550015251514
1976,1976,119,DHARAN HOSPITAL,69,169,1,0.35,0.5129952560617662
1977,1977,119,DHARAN HOSPITAL,88,38,1,0.35,0.4806753128372509
1978,1978,119,DHARAN HOSPITAL,14,59,1,0.35,0.7172059692487618
1979,1979,119,DHARAN HOSPITAL,136,195,1,0.35,0.4418044576186181
1980,1980,119,DHARAN HOSPITAL,77,106,1,0.35,0.4834841794484923
1981,1981,119,DHARAN HOSPITAL,167,102,1,0.35,0.42072785430184534
